151 	 310.00 	 5.90 	 1
152 	 255.50 	 6.40 	 2
153 	 224.50 	 11.55 	 2
154 	 233.50 	 10.60 	 2
155 	 229.50 	 13.35 	 2
156 	 270.50 	 14.60 	 2
157 	 211.00 	 7.00 	 1
158 	 186.00 	 5.40 	 2
159 	 59.00 	 5.65 	 2
160 	 185.00 	 2.95 	 2
161 	 192.50 	 7.35 	 2
162 	 199.00 	 6.65 	 2
163 	 172.00 	 7.45 	 2
164 	 170.50 	 6.60 	 2
165 	 231.00 	 6.00 	 2
166 	 215.00 	 10.10 	 2
167 	 237.00 	 11.75 	 2
168 	 255.50 	 10.45 	 2
169 	 -9.99 	 -9.99 	 0
170 	 233.00 	 12.70 	 2
171 	 232.50 	 12.30 	 2
172 	 247.00 	 14.10 	 2
173 	 246.50 	 14.80 	 2
174 	 238.50 	 15.75 	 2
175 	 240.50 	 17.40 	 2
176 	 245.00 	 6.70 	 2
177 	 114.50 	 4.25 	 2
178 	 97.00 	 7.65 	 2
179 	 84.00 	 10.15 	 2
180 	 63.00 	 11.15 	 2
181 	 63.50 	 8.35 	 2
182 	 52.50 	 8.50 	 2
183 	 50.50 	 6.65 	 2
184 	 49.00 	 11.30 	 2
185 	 33.50 	 10.15 	 2
186 	 73.50 	 5.10 	 2
187 	 169.00 	 6.80 	 2
188 	 182.50 	 12.20 	 2
189 	 113.00 	 4.70 	 2
190 	 84.50 	 5.00 	 2
191 	 114.00 	 13.20 	 2
192 	 165.00 	 10.95 	 2
193 	 179.00 	 8.05 	 2
194 	 -423.50 	 -494.75 	 2
195 	 153.00 	 5.30 	 2
196 	 216.00 	 6.10 	 2
197 	 -363.50 	 -496.05 	 2
198 	 302.00 	 6.10 	 1
199 	 66.00 	 12.65 	 2
200 	 78.00 	 10.50 	 2
201 	 105.00 	 6.90 	 2
202 	 127.50 	 6.10 	 2
203 	 140.00 	 4.15 	 2
204 	 124.50 	 1.80 	 2
205 	 39.00 	 8.45 	 2
206 	 94.00 	 6.00 	 2
207 	 174.00 	 2.35 	 2
208 	 269.50 	 4.10 	 2
209 	 252.00 	 7.55 	 2
210 	 216.00 	 4.75 	 2
211 	 182.00 	 5.15 	 2
212 	 120.50 	 5.75 	 2
213 	 212.50 	 3.65 	 2
214 	 234.50 	 3.95 	 2
215 	 182.50 	 7.25 	 2
216 	 176.00 	 7.35 	 2
217 	 160.50 	 7.10 	 2
218 	 212.50 	 8.55 	 2
219 	 302.50 	 7.90 	 2
220 	 233.50 	 11.15 	 2
221 	 211.00 	 10.35 	 2
222 	 184.50 	 11.85 	 2
223 	 215.00 	 10.15 	 2
224 	 231.00 	 10.10 	 2
225 	 241.50 	 7.75 	 2
226 	 198.50 	 4.10 	 2
227 	 148.00 	 4.70 	 2
228 	 72.00 	 5.15 	 2
229 	 127.50 	 5.95 	 2
230 	 183.50 	 6.80 	 2
231 	 209.50 	 4.95 	 2
232 	 234.00 	 3.70 	 2
233 	 108.50 	 5.65 	 2
234 	 154.00 	 5.05 	 2
235 	 -426.50 	 -496.00 	 2
236 	 198.00 	 6.40 	 2
237 	 188.00 	 13.65 	 2
238 	 153.00 	 9.85 	 2
239 	 146.50 	 4.90 	 2
240 	 97.00 	 7.00 	 2
241 	 156.50 	 5.05 	 2
242 	 259.50 	 2.80 	 2
243 	 140.00 	 4.50 	 1
